               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.056359,            0.006978,           0.0078281,             0.95299,             0.88344,             0.92288,             0.47685,            0.039247,           0.0048966,           0.0030513,             0.00475,             0.00475,             0.00475
                  37,            0.055217,           0.0067737,           0.0076157,             0.92541,             0.88826,             0.92291,             0.46461,            0.040009,           0.0049556,           0.0029278,              0.0046,              0.0046,              0.0046
                  38,            0.052546,           0.0066474,           0.0063962,             0.94913,             0.88623,             0.93649,             0.47858,             0.03888,           0.0048605,           0.0029064,             0.00445,             0.00445,             0.00445
                  39,            0.051196,           0.0065253,           0.0060206,             0.95591,             0.89512,             0.93361,             0.47599,            0.039017,           0.0048775,           0.0029046,              0.0043,              0.0043,              0.0043
                  40,            0.052254,           0.0064991,           0.0064423,             0.95168,             0.87469,             0.92378,             0.47164,            0.039206,           0.0048841,            0.003227,             0.00415,             0.00415,             0.00415
                  41,            0.053096,           0.0067737,           0.0066575,             0.94734,             0.88635,             0.92907,             0.48631,            0.038491,           0.0048073,           0.0026826,               0.004,               0.004,               0.004
                  42,            0.049941,           0.0064337,           0.0054554,             0.94619,             0.89085,             0.92267,             0.47758,            0.038789,            0.004932,           0.0028105,             0.00385,             0.00385,             0.00385
                  43,              0.0485,           0.0062935,           0.0051743,             0.96147,             0.88576,             0.93202,             0.48407,            0.038309,           0.0048172,           0.0027672,              0.0037,              0.0037,              0.0037
                  44,            0.049549,           0.0063073,           0.0053184,             0.95699,             0.88402,             0.92823,             0.47348,            0.039127,           0.0048557,           0.0029807,             0.00355,             0.00355,             0.00355
                  45,             0.05017,            0.006546,           0.0055637,             0.94047,             0.89093,             0.92586,             0.48703,            0.038433,           0.0048055,            0.002851,              0.0034,              0.0034,              0.0034
                  46,            0.051826,           0.0065458,           0.0063485,             0.93679,             0.89139,             0.92598,             0.47703,            0.038888,           0.0048093,           0.0027869,             0.00325,             0.00325,             0.00325
                  47,            0.054724,           0.0067593,           0.0074619,              0.9383,             0.89768,             0.93423,             0.49249,            0.038168,           0.0047733,            0.002703,              0.0031,              0.0031,              0.0031
                  48,            0.052737,            0.006613,           0.0069689,             0.94492,              0.9089,             0.93979,             0.49341,             0.03779,           0.0047262,            0.002477,             0.00295,             0.00295,             0.00295
                  49,            0.052242,           0.0065195,           0.0065701,             0.95232,             0.90077,             0.94083,             0.50056,            0.037023,             0.00468,           0.0023584,              0.0028,              0.0028,              0.0028
                  50,            0.053232,           0.0064957,           0.0071795,             0.95581,             0.90051,             0.94203,             0.50209,            0.037076,           0.0046737,           0.0025212,             0.00265,             0.00265,             0.00265
                  51,             0.05317,           0.0065893,           0.0072767,             0.95647,             0.89957,             0.94286,             0.50919,            0.036651,           0.0046358,           0.0025169,              0.0025,              0.0025,              0.0025
                  52,            0.054093,           0.0065534,           0.0074322,             0.95734,             0.90237,             0.94419,             0.50923,             0.03665,           0.0046354,           0.0023148,             0.00235,             0.00235,             0.00235
                  53,            0.047127,           0.0062307,           0.0049038,             0.95601,              0.9078,             0.94754,             0.51661,            0.036166,           0.0046803,           0.0020906,              0.0022,              0.0022,              0.0022
                  54,            0.043708,           0.0059834,            0.003825,             0.95419,             0.90689,             0.94462,             0.51259,             0.03642,           0.0046975,             0.00231,             0.00205,             0.00205,             0.00205
                  55,            0.045812,           0.0060743,           0.0044623,             0.97188,              0.8981,             0.94515,             0.51202,            0.036319,           0.0046226,           0.0021436,              0.0019,              0.0019,              0.0019
                  56,            0.042027,           0.0058496,           0.0034208,             0.95675,             0.90617,             0.94098,             0.50322,            0.037068,           0.0046901,           0.0023384,             0.00175,             0.00175,             0.00175
                  57,            0.042605,           0.0058309,           0.0035214,             0.96463,             0.90037,             0.94481,             0.51265,            0.036325,           0.0046384,           0.0023135,              0.0016,              0.0016,              0.0016
                  58,            0.046409,           0.0060221,           0.0045378,             0.95076,             0.91105,             0.94404,             0.50937,            0.036763,           0.0046125,           0.0024695,             0.00145,             0.00145,             0.00145
                  59,            0.047041,           0.0062458,           0.0046855,             0.95778,              0.9063,             0.94607,             0.51272,            0.036433,           0.0046353,           0.0024228,              0.0013,              0.0013,              0.0013
